1.890000000000007105e+02,4.499999999999995737e+01,9.000000000000008527e+01,9.000000000000008527e+01,8.100000000000002842e+01,9.000000000000008527e+01,9.000000000000008527e+01,9.000000000000008527e+01,4.499999999999995737e+01,1.260000000000003126e+02
4.499999999999995737e+01,-1.470000000000000568e+02,-3.499999999999999289e+01,-1.400000000000001705e+02,-6.300000000000010658e+01,-7.000000000000012790e+01,-7.000000000000012790e+01,-1.050000000000002700e+02,-9.800000000000024158e+01,4.499999999999995737e+01
9.000000000000008527e+01,-3.499999999999999289e+01,-1.470000000000000568e+02,-1.050000000000002700e+02,-1.330000000000002842e+02,-7.000000000000012790e+01,-1.400000000000001705e+02,-1.330000000000002842e+02,-3.499999999999999289e+01,1.170000000000002558e+02
9.000000000000008527e+01,-1.400000000000001705e+02,-1.050000000000002700e+02,-2.169999999999989200e+02,-1.400000000000001705e+02,-2.029999999999991473e+02,-1.050000000000002700e+02,-1.330000000000002842e+02,-9.100000000000021316e+01,1.080000000000001990e+02
9.000000000000008527e+01,-7.000000000000012790e+01,-1.400000000000001705e+02,-1.400000000000001705e+02,-3.569999999999966462e+02,-3.429999999999968736e+02,-2.589999999999982379e+02,-1.749999999999996021e+02,-1.609999999999998295e+02,9.900000000000014211e+01
8.100000000000002842e+01,-6.300000000000010658e+01,-6.300000000000010658e+01,-2.029999999999991473e+02,-3.429999999999968736e+02,-1.520000000000085493e+03,-4.199999999999956231e+02,-2.449999999999984652e+02,-8.400000000000018474e+01,1.080000000000001990e+02
9.000000000000008527e+01,-7.000000000000012790e+01,-1.400000000000001705e+02,-1.050000000000002700e+02,-2.589999999999982379e+02,-4.199999999999956231e+02,-1.190000000000003268e+02,-1.260000000000003553e+02,-1.749999999999996021e+02,1.080000000000001990e+02
9.000000000000008527e+01,-1.050000000000002700e+02,-1.330000000000002842e+02,-1.330000000000002842e+02,-1.749999999999996021e+02,-2.449999999999984652e+02,-1.260000000000003553e+02,-4.900000000000004974e+01,-3.499999999999999289e+01,1.170000000000002558e+02
4.499999999999995737e+01,-9.800000000000024158e+01,-3.499999999999999289e+01,-9.100000000000021316e+01,-1.609999999999998295e+02,-8.400000000000018474e+01,-1.749999999999996021e+02,-3.499999999999999289e+01,-4.900000000000004974e+01,4.499999999999995737e+01
1.260000000000003126e+02,4.499999999999995737e+01,1.170000000000002558e+02,1.080000000000001990e+02,9.900000000000014211e+01,1.080000000000001990e+02,1.080000000000001990e+02,1.170000000000002558e+02,4.499999999999995737e+01,6.299999999999992895e+01
