0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,2.7,3.6,3.6,4.5,2.7,5.4,4.5,4.5,4.5,4.5,4.5,4.5,5.4,2.7,4.5,3.6,3.6,2.7,3.6,2.7,0.9,2.7,1.8,2.7,0.9,0.9,0.9,1.8,0.9
3.6,-3.5,-2.1,-2.8,-2.8,-5.6,-4.2,-3.5,-3.5,-3.5,-2.6,-3.5,-3.5,-4.2,-2.1,-6.3,-2.8,-2.1,-2.8,-2.1,-0.7,-2.1,-1.4,-2.8,-1.4,-1.4,-2.1,-2.1,-0.7,1.8
2.7,-2.8,-3.5,-4.9,-2.8,-3.5,-2.1,-4.2,-7.0,-3.5,-4.2,-3.5,-7.7,-2.1,-3.5,-2.8,-2.8,-4.9,-2.1,-0.7,-2.1,-3.5,-2.8,-0.7,-2.1,-2.1,-0.7,-1.4,-3.5,2.7
3.6,-2.1,-2.8,-5.6,-2.8,-2.8,-5.6,-4.2,-3.5,-7.0,-4.2,-7.0,-4.2,-2.1,-6.3,-2.8,-2.1,-4.9,-0.7,-3.5,-3.5,-1.4,-1.4,-2.8,-0.7,-1.4,-3.5,-2.1,-2.1,2.7
3.6,-2.8,-2.1,-2.8,-5.6,-2.8,-6.3,-6.3,-3.5,-7.0,-4.2,-7.0,-4.2,-5.6,-5.6,-2.1,-4.9,-0.7,-3.5,-2.8,-1.4,-2.1,-2.1,-1.4,-3.5,-2.1,-2.1,-2.1,-1.4,1.8
4.5,-2.8,-5.6,-4.9,-2.8,-5.6,-5.6,-5.6,-7.7,-7.0,-4.2,-7.0,-6.3,-6.3,-4.9,-4.9,-0.7,-3.5,-2.8,-1.4,-2.8,-2.1,-3.5,-2.1,-2.1,-3.5,-1.4,-1.4,-2.1,2.7
2.7,-3.5,-3.5,-2.8,-4.9,-6.3,-4.9,-6.3,-6.3,-7.0,-11.2,-7.7,-5.6,-5.6,-4.9,-4.9,-5.6,-4.2,-3.5,-3.5,-3.5,-4.2,-2.1,-3.5,-1.4,-2.1,-2.1,-2.1,-2.1,2.7
5.4,-6.3,-2.1,-3.5,-6.3,-4.9,-8.4,-7.7,-5.6,-11.2,-11.2,-9.8,-6.3,-7.7,-4.9,-4.2,-3.5,-3.5,-3.5,-4.2,-3.5,-1.4,-3.5,-2.1,-4.2,-2.1,-2.1,-4.2,-2.1,2.7
4.5,-3.5,-4.2,-6.3,-2.1,-6.3,-5.6,-8.4,-11.2,-13.3,-11.2,-13.3,-10.5,-6.3,-5.6,-4.9,-6.3,-5.6,-5.6,-3.5,-4.2,-4.2,-4.2,-4.2,-2.1,-2.1,-4.2,-2.1,-2.1,2.7
4.5,-3.5,-7.0,-3.5,-7.7,-6.3,-9.8,-9.1,-13.3,-18.9,-18.2,-17.5,-11.2,-7.7,-7.7,-7.7,-5.6,-4.2,-4.2,-4.2,-4.2,-4.2,-2.1,-2.1,-2.1,-4.2,-2.1,-2.1,-2.1,2.7
5.4,-4.2,-4.2,-7.7,-7.7,-7.0,-7.0,-13.3,-16.1,-28.7,-37.8,-24.5,-15.4,-11.9,-9.8,-8.4,-6.3,-6.3,-4.2,-4.2,-3.5,-3.5,-3.5,-3.5,-3.5,-1.4,-1.4,-1.4,-1.4,1.8
4.5,-3.5,-3.5,-3.5,-3.5,-11.2,-11.2,-11.2,-18.2,-37.8,748.0,-37.1,-18.2,-14.0,-9.8,-5.6,-5.6,-5.6,-5.6,-5.6,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,2.7
4.5,-3.5,-3.5,-7.0,-7.0,-7.7,-7.7,-13.3,-15.4,-23.1,-38.5,-24.5,-16.1,-11.2,-9.8,-8.4,-6.3,-6.3,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-2.1,-2.1,-2.1,-2.1,2.7
4.5,-3.5,-7.7,-4.2,-6.3,-5.6,-8.4,-7.7,-11.2,-16.1,-21.0,-14.7,-10.5,-8.4,-6.3,-7.0,-5.6,-3.5,-4.2,-4.2,-4.2,-4.2,-2.1,-2.1,-2.1,-4.2,-2.1,-2.1,-2.1,2.7
5.4,-4.2,-2.1,-5.6,-3.5,-5.6,-4.9,-5.6,-9.8,-12.6,-14.7,-11.2,-8.4,-7.7,-6.3,-5.6,-6.3,-5.6,-5.6,-3.5,-3.5,-3.5,-4.2,-4.2,-2.1,-2.1,-4.2,-2.1,-2.1,2.7
2.7,-5.6,-3.5,-2.8,-5.6,-4.9,-5.6,-6.3,-8.4,-9.8,-11.2,-9.1,-7.7,-4.9,-6.3,-5.6,-4.2,-4.9,-2.8,-3.5,-4.2,-2.1,-3.5,-1.4,-3.5,-2.1,-2.1,-4.2,-2.1,2.7
4.5,-2.8,-2.8,-2.8,-4.9,-2.8,-5.6,-4.2,-7.7,-8.4,-7.7,-7.7,-7.0,-4.9,-4.2,-4.2,-4.2,-2.1,-4.2,-2.8,-2.8,-3.5,-2.1,-4.2,-2.1,-1.4,-1.4,-1.4,-2.1,2.7
3.6,-2.8,-4.9,-4.9,-2.1,-4.2,-4.9,-4.9,-6.3,-6.3,-7.7,-7.0,-5.6,-4.9,-4.2,-3.5,-2.8,-4.2,-2.8,-2.8,-3.5,-2.8,-2.8,-1.4,-2.1,-4.2,-2.1,-2.1,-1.4,1.8
3.6,-2.1,-2.8,-2.1,-2.8,-4.2,-3.5,-7.0,-4.2,-6.3,-4.9,-6.3,-4.9,-4.9,-4.2,-2.8,-3.5,-2.8,-2.8,-2.8,-2.1,-2.1,-1.4,-1.4,-2.8,-1.4,-2.1,-2.1,-2.1,2.7
2.7,-2.8,-2.1,-2.8,-3.5,-2.8,-4.2,-4.9,-4.9,-4.9,-4.9,-4.9,-4.2,-4.9,-3.5,-3.5,-3.5,-2.1,-2.8,-2.8,-2.1,-2.1,-2.8,-3.5,-1.4,-1.4,-2.8,-1.4,-2.1,2.7
3.6,-2.1,-0.7,-3.5,-3.5,-2.8,-4.9,-4.9,-2.8,-4.9,-4.9,-4.9,-3.5,-4.2,-3.5,-2.8,-3.5,-2.1,-2.1,-2.8,-2.8,-2.1,-2.8,-0.7,-2.1,-3.5,-1.4,-1.4,-2.8,1.8
2.7,-0.7,-3.5,-2.8,-2.8,-3.5,-4.2,-2.8,-4.9,-2.8,-4.9,-3.5,-4.9,-2.8,-2.8,-3.5,-2.8,-2.8,-1.4,-3.5,-0.7,-2.8,-0.7,-2.8,-2.1,-0.7,-2.1,-1.4,-1.4,1.8
0.9,-2.1,-3.5,-1.4,-2.8,-4.9,-2.8,-3.5,-3.5,-2.8,-4.9,-3.5,-2.8,-2.8,-3.5,-3.5,-2.8,-2.1,-2.1,-2.1,-2.8,-0.7,-2.8,-0.7,-1.4,-1.4,-0.7,-2.1,-2.1,1.8
2.7,-3.5,-0.7,-2.8,-2.8,-2.8,-2.8,-3.5,-3.5,-2.8,-4.9,-3.5,-2.8,-2.8,-3.5,-2.8,-2.1,-2.8,-2.1,-2.1,-0.7,-2.8,-0.7,-2.8,-0.7,-1.4,-1.4,-0.7,-0.7,2.7
1.8,-2.8,-2.1,-1.4,-3.5,-3.5,-2.8,-2.8,-3.5,-2.8,-2.1,-2.8,-3.5,-3.5,-2.8,-2.8,-2.1,-1.4,-2.8,-2.1,-2.1,-0.7,-2.8,-0.7,-2.8,-2.8,-2.1,-2.8,-1.4,0.9
2.7,-1.4,-2.1,-2.8,-2.8,-2.8,-2.1,-2.8,-3.5,-2.8,-2.1,-2.8,-3.5,-3.5,-0.7,-3.5,-2.8,-0.7,-2.8,-2.1,-2.1,-1.4,-0.7,-2.8,-0.7,-0.7,-2.1,-0.7,-1.4,1.8
