1.000000000000000021e-02,1.000000000000000021e-02,9.983102161313354150e-01
1.000000000000000021e-02,2.999999999999999889e-02,9.974748210169245288e-01
1.000000000000000021e-02,5.000000000000000278e-02,9.962838479360504040e-01
1.000000000000000021e-02,6.999999999999999278e-02,9.953475092619533671e-01
1.000000000000000021e-02,8.999999999999999667e-02,9.947180007491286391e-01
1.000000000000000021e-02,1.100000000000000006e-01,9.942529562648960706e-01
1.000000000000000021e-02,1.300000000000000044e-01,9.937254081875311895e-01
1.000000000000000021e-02,1.500000000000000222e-01,9.928250130238884807e-01
1.000000000000000021e-02,1.700000000000000122e-01,9.925110403784536128e-01
1.000000000000000021e-02,1.900000000000000022e-01,9.922171194613355061e-01
1.000000000000000021e-02,2.100000000000000200e-01,9.920842326387533383e-01
1.000000000000000021e-02,2.300000000000000100e-01,9.916104383010803103e-01
1.000000000000000021e-02,2.500000000000000000e-01,9.913728387783224960e-01
1.000000000000000021e-02,2.700000000000000178e-01,9.913072296188060184e-01
1.000000000000000021e-02,2.900000000000000355e-01,9.911521452523240905e-01
1.000000000000000021e-02,3.099999999999999978e-01,9.908710860237311957e-01
1.000000000000000021e-02,3.300000000000000155e-01,9.900838183608727805e-01
1.000000000000000021e-02,3.500000000000000333e-01,9.898570374866744181e-01
1.000000000000000021e-02,3.699999999999999956e-01,9.894315784647848000e-01
1.000000000000000021e-02,3.900000000000000133e-01,9.891998265861440265e-01
1.000000000000000021e-02,4.100000000000000311e-01,9.891563912093682687e-01
1.000000000000000021e-02,4.299999999999999933e-01,9.890800880550719709e-01
1.000000000000000021e-02,4.500000000000000111e-01,9.888209259357503278e-01
1.000000000000000021e-02,4.700000000000000289e-01,9.887692611502673090e-01
1.000000000000000021e-02,4.899999999999999911e-01,9.884700963193329137e-01
1.000000000000000021e-02,5.100000000000000089e-01,9.883610046538339189e-01
1.000000000000000021e-02,5.300000000000000266e-01,9.882798114795988687e-01
1.000000000000000021e-02,5.500000000000000444e-01,9.879856605792040058e-01
1.000000000000000021e-02,5.700000000000000622e-01,9.877063798390316451e-01
1.000000000000000021e-02,5.899999999999999689e-01,9.876902815508031841e-01
1.000000000000000021e-02,6.099999999999999867e-01,9.876520807566914195e-01
1.000000000000000021e-02,6.300000000000000044e-01,9.876255628518377794e-01
1.000000000000000021e-02,6.500000000000000222e-01,9.876010818751222997e-01
1.000000000000000021e-02,6.700000000000000400e-01,9.875828645490287716e-01
