18.0,-3.2,6.3,19.8,17.1,18.0,19.8,6.3,9.9,3.5,1.5,1.3,-0.3,0.4,-0.5,-0.5,-3.3,-2.6,-3.5,4.5
9.0,-7.0,-29.4,-27.3,-20.3,-42.7,-12.6,-18.9,-14.7,-11.2,-9.1,-7.7,-5.6,-7.0,-6.3,-5.6,-2.1,-2.1,-2.1,2.7
8.1,-6.3,-6.3,-20.3,-49.7,748.0,-41.3,-21.0,-14.7,-7.7,-7.7,-7.7,-7.7,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,3.6
9.0,-7.0,-14.0,-10.5,-23.1,-37.8,-24.5,-15.4,-11.9,-10.5,-8.4,-5.6,-5.6,-5.6,-5.6,-5.6,-2.8,-2.8,-2.8,3.6
9.0,-10.5,-10.5,-11.9,-18.2,-20.3,-14.0,-11.2,-7.7,-6.3,-6.3,-4.9,-4.9,-5.6,-2.8,-2.8,-5.6,-2.8,-2.8,3.6
4.5,-7.0,-2.8,-9.8,-14.7,-11.2,-11.9,-9.1,-7.7,-7.7,-4.2,-6.3,-4.2,-4.2,-4.9,-2.8,-2.8,-5.6,-2.8,3.6
9.0,-2.8,-5.6,-9.1,-9.8,-11.2,-8.4,-7.0,-7.0,-4.2,-5.6,-4.2,-4.2,-2.1,-4.2,-4.2,-2.1,-2.1,-2.8,3.6
3.6,-5.6,-4.2,-7.0,-9.8,-7.0,-9.1,-4.9,-5.6,-4.9,-4.2,-3.5,-3.5,-4.2,-2.1,-2.1,-4.2,-2.1,-2.1,2.7
2.7,-6.3,-4.9,-7.0,-6.3,-7.0,-7.0,-5.6,-4.2,-4.2,-3.5,-4.2,-3.5,-3.5,-4.2,-4.2,-2.1,-2.1,-4.2,2.7
4.5,-4.2,-4.9,-7.7,-4.2,-7.0,-4.2,-6.3,-3.5,-3.5,-5.6,-1.4,-2.8,-3.5,-1.4,-2.1,-2.1,-2.1,-2.1,2.7
3.6,-4.9,-2.8,-6.3,-4.2,-7.0,-4.2,-4.9,-3.5,-4.2,-2.8,-3.5,-3.5,-0.7,-3.5,-1.4,-2.1,-2.1,-2.1,2.7
1.8,-4.2,-6.3,-4.2,-4.2,-2.8,-4.2,-4.9,-3.5,-3.5,-3.5,-3.5,-2.1,-3.5,-0.7,-3.5,-3.5,-3.5,-2.1,2.7
1.3,-2.1,-4.9,-4.2,-4.2,-2.8,-4.2,-4.9,-2.1,-3.5,-4.2,-2.8,-1.4,-2.1,-3.5,-0.7,-1.4,-2.1,-1.4,2.7
1.1,-2.1,-6.3,-2.1,-4.2,-2.8,-4.2,-2.1,-4.9,-1.4,-3.5,-3.5,-2.1,-3.5,0.0,-3.5,-0.7,-1.4,-2.1,1.8
0.2,-5.6,-2.1,-2.1,-4.2,-2.8,-4.2,-2.1,-2.8,-3.5,-2.1,-4.2,-0.7,-3.5,-2.1,-1.4,-2.1,-0.7,-1.4,2.7
0.2,-4.9,-2.1,-4.2,-2.1,-2.8,-2.1,-4.2,-2.8,-2.1,-3.5,-1.4,-2.8,-2.8,-1.4,-2.1,-1.4,-2.1,-0.7,1.8
0.2,-4.2,-2.1,-4.2,-2.1,-2.8,-2.1,-4.2,-2.8,-2.1,-1.4,-2.1,-4.2,-0.7,-2.1,-1.4,-2.1,-1.4,-2.1,0.9
0.2,-5.6,-2.1,-2.1,-2.1,-2.8,-2.1,-2.1,-2.1,-4.9,-1.4,-2.1,-1.4,-2.8,-0.7,-2.1,-3.5,0.0,-1.4,2.7
-2.6,-2.1,-2.1,-2.1,-2.1,-2.8,-2.1,-2.1,-2.1,-2.8,-2.1,-1.4,-2.1,-4.2,-0.7,-2.1,-1.4,-2.1,0.0,1.8
4.5,2.7,2.7,2.7,2.7,3.6,2.7,2.7,2.7,3.6,2.7,1.8,2.7,1.8,3.6,0.9,2.7,1.8,2.7,0.0
