0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.3,-2.8,-1.9,-2.6,-2.8,-5.6,-2.1,-4.9,-4.2,-1.9,-1.9,-1.2,-0.5,-0.5,-1.9,-1.4,-2.8,-2.8,-1.0,-1.4,-2.1,-3.5,-2.1,-1.4,-1.4,-2.8,0.2,-2.1,-1.2,-2.8,-2.1,0.2,-0.7,0.0
0.0,-1.4,-2.6,-2.6,-4.9,-0.1,-1.9,-5.2,-4.9,-4.5,-0.1,-2.6,-1.9,-2.8,-3.5,-2.8,-2.8,-4.2,-2.8,-2.1,-3.5,-2.1,-2.1,-2.8,-2.1,-3.5,-2.8,-4.2,-2.1,-1.4,-0.7,-1.4,-1.4,0.2,-0.7
0.0,-2.6,-1.2,-4.2,-5.6,-5.6,-4.7,-7.5,-6.3,-8.4,-6.3,-3.3,-2.8,-4.2,-2.8,-2.8,-4.2,-2.8,-3.5,-2.1,-2.8,-2.8,-3.5,-2.8,-4.2,-2.1,-1.4,-1.4,-1.4,-2.1,-2.1,0.9,0.0,0.0,0.0
0.0,-2.1,-4.7,-4.2,-4.7,-4.7,-6.8,-11.2,-7.3,-9.8,-6.3,-4.2,-4.9,-3.5,-5.6,-4.9,-4.2,-3.5,-3.5,-5.6,-4.2,-4.2,-2.1,-2.8,-1.4,-2.1,-2.1,-0.7,-0.7,-0.7,-1.4,0.2,-0.7,0.9,0.0
0.0,-4.7,-2.6,-4.0,-6.1,-9.1,-9.1,-14.0,-13.3,-10.3,-6.3,-6.3,-6.3,-7.0,-4.2,-4.9,-5.6,-5.6,-4.2,-2.8,-2.8,-2.1,-2.1,-1.4,-2.8,-2.1,-0.5,-1.4,-1.4,-0.7,-1.4,-1.4,-1.4,-1.4,1.8
0.0,-3.5,-3.3,-5.9,-9.1,-9.1,-11.9,-15.4,-23.1,-13.1,-9.1,-9.8,-7.7,-7.7,-7.0,-6.3,-3.5,-2.8,-4.2,-2.8,-2.1,-2.1,-3.5,-2.8,-1.4,-1.4,-2.1,-2.1,-2.1,-2.8,-1.4,0.2,-0.7,-0.7,-0.7
0.0,-2.8,-3.1,-6.1,-8.2,-14.7,-17.3,-27.3,-39.9,-22.4,-16.8,-11.9,-9.1,-7.0,-6.3,-4.9,-4.9,-4.2,-2.8,-2.8,-2.8,-2.8,-1.4,-1.4,-2.1,-2.1,-1.4,-1.4,-1.4,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
0.0,-2.8,-1.9,-4.2,-7.5,-11.9,-19.6,-39.9,748.0,-38.5,-21.0,-14.7,-9.8,-7.0,-6.3,-5.6,-5.6,-4.9,-4.9,-4.9,-4.9,-4.2,-4.2,-3.5,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.2,-2.1,1.1,-0.7
0.0,-3.3,-6.1,-9.1,-8.4,-12.6,-15.4,-25.9,-35.7,-22.4,-14.7,-11.9,-9.8,-9.8,-8.4,-5.6,-4.9,-5.6,-4.2,-2.1,-2.1,-2.1,-1.4,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,0.2,-0.7
0.0,-4.9,-3.3,-7.7,-7.0,-7.0,-12.6,-16.1,-20.3,-10.3,-8.9,-7.7,-9.1,-7.0,-5.6,-5.6,-4.9,-3.5,-4.9,-4.9,-4.2,-4.9,-4.9,-4.9,-4.2,-3.5,-1.4,-1.4,-1.4,-0.7,0.0,0.0,0.0,-0.7,-0.7
0.0,-4.9,-3.3,-3.5,-7.5,-9.8,-7.5,-11.0,-9.8,-9.4,-7.5,-4.9,-5.6,-4.9,-4.2,-5.6,-4.2,-3.5,-2.8,-3.5,-2.8,-2.8,-3.5,-2.1,-1.4,-2.1,-4.2,-3.5,-3.5,-4.2,-4.2,-3.5,-3.5,0.2,0.9
0.0,-0.5,-3.3,-7.0,-0.8,-4.0,-7.0,-7.5,-7.7,-2.5,-4.0,-4.7,-2.1,-4.2,-4.9,-3.5,-3.5,-4.9,-2.8,-3.5,-2.8,-2.1,-2.1,-2.8,-2.8,-2.8,-2.8,-2.1,-0.7,-0.7,-1.4,-2.1,-1.4,-1.9,-1.2
0.0,-3.5,-4.9,-1.2,-4.2,-2.6,-7.0,-4.0,-3.8,-1.7,-3.5,-2.6,-1.7,1.1,-2.8,-4.2,-4.2,-1.2,-1.2,-2.8,-2.8,-3.5,-1.4,-1.4,-2.1,-0.5,-0.7,-1.4,-1.2,-2.1,-0.5,-0.7,-0.7,-0.7,0.9
0.0,-1.0,-2.1,0.4,-2.1,-4.0,-2.4,-4.2,-0.3,-4.9,-0.5,-2.6,0.9,-3.5,-0.7,-1.4,0.4,-0.5,0.4,-0.7,-2.1,-0.5,-2.1,0.4,-1.4,-1.4,-1.4,-1.4,0.2,0.0,0.0,-0.7,0.2,-0.7,0.9
0.0,-0.5,0.9,-2.8,2.0,-0.3,-0.3,-1.9,2.7,0.4,-2.8,0.2,0.4,-1.4,1.1,0.9,1.8,1.8,-0.7,-1.4,0.2,0.0,1.8,0.0,-0.7,0.9,-0.7,-1.4,0.9,-0.7,-0.7,-0.7,0.0,0.0,0.0
0.0,0.0,1.1,-0.7,-1.4,-1.2,-0.5,-1.4,0.0,-1.4,2.7,0.2,-1.4,0.0,-2.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.9,0.0,0.0,-0.7,0.9,0.0
0.0,0.9,0.9,0.9,-1.4,1.8,-1.4,0.2,0.0,-1.4,0.0,0.9,0.0,1.8,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
