9.9,2.7,6.3,2.7,6.3,6.3,5.4,5.4,6.3,5.4,6.3,6.3,2.7,6.3,2.7,3.6,4.5,1.8,1.8,2.7,1.8,1.8,1.8,0.9,-0.5,1.1,0.2,0.2,0.2,0.2,0.2,0.2,0.9,-1.4,1.8
2.7,-7.7,-2.1,-4.9,-2.1,-9.8,-4.2,-4.2,-4.9,-4.2,-4.9,-7.0,-4.9,-2.1,-2.8,-3.5,-1.4,-3.5,-3.5,-2.8,-2.8,-2.1,-2.8,-2.8,-1.4,-1.4,-2.1,-2.1,-2.1,-1.4,-2.1,-1.4,-1.4,-2.1,2.7
6.3,-2.1,-7.7,-2.1,-7.0,-4.9,-4.9,-8.4,-4.9,-9.1,-4.9,-2.1,-7.0,-2.8,-3.5,-2.8,-3.5,-2.8,-2.8,-2.1,-2.8,-2.8,-2.1,-2.1,-2.8,-2.8,-2.8,-2.1,-1.4,-3.5,-2.1,-2.1,-3.5,-1.4,1.8
2.7,-4.9,-2.1,-7.7,-7.0,-2.1,-9.8,-8.4,-4.9,-9.1,-7.0,-4.9,-4.9,-3.5,-2.8,-3.5,-4.2,-2.1,-2.8,-3.5,-2.8,-3.5,-2.8,-3.5,-2.1,-3.5,-2.1,-2.1,-3.5,-1.4,-1.4,-1.4,-1.4,-1.4,1.8
6.3,-2.1,-7.0,-7.0,-7.7,-7.0,-7.0,-9.1,-13.3,-9.8,-7.0,-4.9,-4.9,-4.9,-4.9,-3.5,-3.5,-4.2,-3.5,-3.5,-3.5,-2.1,-3.5,-2.1,-3.5,-1.4,-1.4,-2.8,-1.4,-1.4,-1.4,-2.8,-1.4,-1.4,1.8
6.3,-9.8,-4.9,-2.1,-7.0,-11.9,-7.0,-14.0,-13.3,-11.9,-7.0,-7.7,-4.9,-4.9,-5.6,-5.6,-4.2,-4.2,-4.9,-4.9,-3.5,-3.5,-2.8,-2.8,-1.4,-2.8,-2.8,-1.4,-1.4,-1.4,-2.8,-1.4,-1.4,-1.4,1.8
5.4,-4.2,-4.9,-9.8,-7.0,-7.0,-11.9,-16.8,-22.4,-14.0,-9.1,-8.4,-8.4,-8.4,-7.0,-6.3,-6.3,-4.9,-4.2,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.4,-1.4,-1.4,-2.8,-2.8,-1.4,-1.4,-1.4,-1.4,1.8
6.3,-4.9,-9.1,-9.1,-9.1,-14.0,-16.8,-25.9,-39.2,-23.1,-17.5,-13.3,-9.8,-7.7,-5.6,-5.6,-4.2,-4.2,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,1.8
5.4,-4.2,-4.2,-4.2,-13.3,-13.3,-22.4,-39.2,748.0,-38.5,-19.6,-13.3,-10.5,-7.7,-7.7,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,2.7
5.4,-4.2,-9.1,-9.1,-9.8,-11.9,-14.0,-26.6,-35.7,-23.8,-14.0,-11.9,-8.4,-7.0,-6.3,-5.6,-4.2,-4.2,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,1.8
6.3,-4.9,-4.9,-7.0,-7.0,-7.0,-11.9,-18.2,-15.4,-16.8,-11.2,-8.4,-7.7,-7.7,-4.9,-4.9,-4.2,-3.5,-4.9,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.4,-1.4,-1.4,-2.8,-2.8,-1.4,-1.4,-1.4,-1.4,1.8
6.3,-7.0,-2.1,-4.9,-6.3,-11.9,-7.7,-10.5,-15.4,-9.8,-7.0,-8.4,-8.4,-5.6,-6.3,-5.6,-5.6,-4.2,-2.8,-3.5,-2.8,-2.1,-3.5,-3.5,-1.4,-2.8,-2.8,-1.4,-1.4,-1.4,-2.8,-1.4,-1.4,-1.4,1.8
2.7,-4.9,-7.0,-6.3,-4.2,-7.0,-9.8,-9.8,-5.6,-10.5,-7.7,-7.7,-1.4,-5.6,-2.8,-3.5,-3.5,-4.2,-3.5,-2.8,-2.8,-2.1,-1.4,-0.7,-2.1,-2.1,-2.1,-3.5,-1.4,-1.4,-1.4,-2.8,-1.4,-1.4,1.8
6.3,-2.1,-4.2,-4.2,-7.0,-4.2,-5.6,-9.8,-5.6,-10.5,-4.2,-3.5,-7.7,-1.4,-5.6,-4.9,-2.1,-2.8,-3.5,-4.2,-2.8,-2.8,-2.8,-2.1,-2.1,-1.4,-0.7,0.0,-2.1,-2.1,-2.1,-2.1,-1.4,-1.4,1.8
2.7,-4.2,-4.2,-3.5,-3.5,-9.8,-4.9,-4.9,-5.6,-4.9,-5.6,-7.7,-3.5,-4.2,-1.4,-2.8,-4.9,-2.8,-2.1,-2.8,-3.5,-3.5,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-1.4,-0.7,-0.7,0.0,-2.1,-2.1,2.7
5.4,5.4,4.5,4.5,5.4,7.2,6.3,6.3,7.2,6.3,7.2,5.4,4.5,4.5,5.4,1.8,3.6,3.6,2.7,0.9,1.8,1.8,1.1,-0.5,1.1,0.2,0.2,0.2,0.2,0.2,0.9,-0.7,0.9,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
