0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-2.8,0.2,0.9,-0.5,-0.7,0.0,-0.7,0.4,-0.7,0.2,-1.4,-2.8,-2.6,-1.4,-2.1,-1.4,0.0,-3.3,-1.4,-0.5,-2.1,-1.2,-2.8,-2.1,-0.5,-1.4,-2.8,-1.2,-1.4,0.2,-1.4,0.2,-0.7,-1.4,1.8,-1.4,-0.7,-2.1,-0.7,-1.4,-2.1,-0.7,-0.7,-0.7,0.2,0.2,-0.7,-0.7,-1.4,-2.1,-1.4,-0.7,0.0,0.0,-0.7,-1.4,-2.1,0.2,-0.7,0.0,0.0,-0.7,-1.4,-1.4,-0.7,0.0,0.0,-0.7,-1.4,-1.4,-1.4,-1.4,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,1.1,-0.7,0.9,0.0,0.0
0.0,0.0,-2.8,-2.6,-1.4,-2.1,-0.7,0.9,-0.7,-3.5,-0.7,-0.5,-2.1,-2.8,-2.8,-2.1,-0.3,0.2,-4.9,-0.5,-0.3,-1.2,-2.8,-4.9,-1.4,-1.4,-2.8,-0.5,-2.1,-2.1,-1.2,-1.4,-0.7,-1.4,-1.4,-1.2,-2.8,-2.1,-0.7,-1.4,-0.7,-0.7,-0.7,-1.4,-2.1,-1.4,-0.7,-1.4,-2.1,-1.4,-0.7,0.0,-0.7,-1.4,-2.1,-2.1,-1.4,0.0,0.0,-0.7,-1.4,-1.4,-0.7,0.0,-0.7,-0.7,-1.4,-2.1,-1.4,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,-2.1,-2.1,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0
0.0,-0.7,0.0,-0.7,-3.5,-2.1,-2.8,-0.7,-0.7,-0.7,-3.5,-1.4,-1.4,-3.5,-4.2,-1.4,-4.2,-1.4,-4.2,-2.8,-3.5,-2.8,-4.9,-2.8,-2.1,-1.4,-2.6,-2.8,-1.4,-2.8,-2.1,-0.7,-1.4,-1.4,-2.8,-2.1,-0.7,-2.1,-2.1,-0.7,-0.7,-1.4,-2.1,-1.4,-0.7,-1.4,-2.1,-1.4,-0.7,0.0,-1.4,-1.4,-2.1,-1.4,-0.7,0.0,-0.7,-1.4,-1.4,-0.7,0.0,-0.7,-1.4,-1.4,-1.4,-1.4,-0.7,0.0,0.0,0.0,0.0,-1.4,-1.4,-2.1,-2.1,-2.1,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.2,-2.8,-0.7,0.2,-3.5,-2.1,-2.8,-2.1,-0.7,-2.1,-2.1,-2.1,-2.8,-2.8,-2.8,-3.5,-2.6,-3.5,-3.5,-3.5,-3.5,-4.9,-2.1,-2.8,-3.5,-2.1,-3.5,-2.8,-1.4,-1.4,-1.4,-2.8,-2.8,-2.1,-0.7,-1.4,-0.7,-0.7,-1.4,-2.1,-1.4,-0.7,-1.4,-2.8,-1.4,-0.7,-0.7,-1.4,-2.8,-1.4,-1.4,0.0,-1.4,-1.4,-1.4,-0.7,-0.7,-1.4,-1.4,-2.1,-1.4,-0.7,-0.7,0.0,0.0,0.0,-1.4,-1.4,-2.1,-2.1,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,1.8,0.0
0.0,-0.7,0.2,-2.8,-2.8,-1.4,-3.5,-4.2,-1.4,-2.8,-0.7,-3.5,-0.7,-2.8,-3.5,-4.2,-2.1,-4.9,-3.5,-4.2,-3.5,-4.2,-4.2,-3.5,-2.1,-4.2,-2.8,-2.8,-2.1,-2.1,-1.4,-3.5,-1.4,-2.1,-2.1,-2.1,-1.4,-1.4,-2.1,-2.1,-0.7,-2.1,-2.8,-1.4,0.0,-1.4,-2.8,-2.1,-1.4,0.0,-1.4,-1.4,-1.4,0.0,-0.7,-1.4,-2.1,-1.4,-0.7,-0.7,0.0,0.0,0.0,-1.4,-2.1,-2.1,-2.1,-0.7,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,0.0,0.0,0.0,0.0
0.0,-1.4,-2.1,-1.4,-1.4,-2.8,-0.7,-1.4,-4.9,-2.1,-2.8,-0.7,-3.5,-1.4,-2.1,-4.9,-4.2,-4.2,-4.2,-4.9,-3.5,-4.9,-5.6,-2.1,-4.2,-4.2,-2.1,-2.8,-2.1,-1.4,-3.5,-2.8,-2.8,-2.1,-0.7,-0.7,-2.1,-2.1,-0.7,-2.1,-2.8,-0.7,-0.7,-1.4,-2.8,-1.4,0.0,-1.4,-1.4,-1.4,-0.7,-1.4,-2.1,-2.1,-1.4,-0.7,0.0,0.0,-1.4,-2.1,-2.1,-2.1,-2.1,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.7,-0.7,0.9
0.0,2.0,-2.8,-1.4,-2.1,-1.4,-3.5,-3.5,-1.4,-4.2,-2.8,-2.8,-0.7,-3.5,-2.8,-2.8,-5.6,-3.5,-4.2,-6.3,-4.9,-4.9,-4.9,-3.5,-4.2,-4.2,-3.5,-1.4,-2.1,-4.2,-2.8,-0.7,-2.1,-1.4,-2.8,-2.8,-1.4,-2.1,-2.8,-0.7,-1.4,-2.8,-2.1,-1.4,-1.4,-1.4,-1.4,-0.7,-1.4,-2.1,-1.4,-0.7,0.0,0.0,-1.4,-2.1,-2.1,-2.1,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,0.0,0.0,0.0,0.0,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
0.0,0.2,-0.7,-2.8,-2.8,-2.1,-2.1,-1.4,-3.5,-2.8,-3.5,-4.9,-3.5,-2.1,-3.5,-2.8,-4.9,-4.9,-5.6,-5.6,-7.0,-5.6,-4.9,-4.2,-4.2,-4.2,-2.1,-3.5,-4.2,-2.8,-2.8,-2.8,-2.1,-2.8,-2.1,-2.8,-2.1,-2.1,-2.8,-2.8,-2.1,-1.4,-1.4,-2.1,-1.4,-2.1,-2.1,-1.4,-0.7,-1.4,-2.1,-2.1,-2.1,-2.1,-0.7,0.0,0.0,0.0,0.0,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,0.0,0.0,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-1.4,-0.7,-0.7,-0.7,-0.7,-1.4,-1.4,-1.4,-0.7,0.2,-0.7,-0.7
0.0,-0.5,-0.5,-2.1,-1.4,-2.8,-2.8,-2.1,-2.1,-2.1,-4.2,-2.1,-4.9,-3.5,-2.1,-3.5,-4.9,-5.6,-7.0,-5.6,-8.4,-5.6,-4.9,-5.6,-4.9,-3.5,-3.5,-4.9,-2.8,-2.1,-2.1,-2.8,-2.8,-2.8,-2.1,-2.1,-2.8,-2.1,-1.4,-1.4,-2.1,-2.1,-2.1,-1.4,-0.7,-1.4,-2.1,-2.1,-2.1,-0.7,0.0,0.0,0.0,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,0.0,0.0,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-1.4,-0.7,-0.7,-0.7,-1.4,-1.4,-1.4,-2.1,-1.4,-1.4,-1.4,-1.4,-1.4,-0.7,-0.7,-0.7,-0.7,0.0,0.0,0.0
